Yaw,Pitch,Roll
-37.29303477196739,-21.947810004805774,0.5345025543849289
59.065514128129706,-38.13159325481801,-38.4975516367059
-75.49506011903037,-19.370077051603346,-14.93131612539078
-73.47708381040748,17.587950010533937,3.3615316239979123
-9.146676959694048,-29.408463863295168,-28.43010492294746
59.64974723234508,15.359186445950947,-38.82447974057404
-59.114940831337236,-4.178007832333243,-24.626260987533943
-65.20092034196932,19.748370059299106,-18.748174749029896
-39.511204311891,-25.00266214820735,13.089728584666766
-35.14573847969856,14.161403970638673,42.89660724219242
76.05145300554764,15.940618349555251,-16.067230564946467
15.217145884865872,41.814591066180185,-4.758254918034574
-37.616336612435234,7.879108519186644,2.2015502579821415
-8.16265500463956,22.4042708587408,27.603861195975128
31.34493337764316,33.49466842816612,17.70760691232865
-49.55411318529228,-30.736309052022232,36.52787387962833
-20.563892076291552,22.108786628188398,26.42225107709669
-30.490853422144937,33.62149922584018,-23.58139301310231
46.63407995258939,-7.375869644868594,-22.04869701935556
-82.85061458219711,31.570189011109107,9.777263191824034
12.436603283041094,-25.272460581536976,8.589196975362626
-44.950996920294045,-25.19730706307665,-10.909106043652045
30.48806398364482,11.250154315215106,-10.62171433024789
4.723878827642608,-5.784454446640602,-5.075783678934023
7.453134521563612,-14.966361038152279,-1.97144626549931
-81.20369260549468,-31.327898063382733,-15.708804004094212
-27.73847917211655,26.191545014134306,-0.3396971527320858
-46.79206865467194,27.13385723763419,4.464485683039712
66.8387754244481,-7.426808080377469,-27.488287231441046
2.9972953982773305,-12.759493335375133,-43.19342193238664
37.55567051600707,-38.51636377500291,-19.322067580756904
-50.194566086351806,25.231708426239962,-13.864034508654694
7.695715045748457,-5.114498264785681,-18.296145254932707
40.45252627116324,-19.644022119974146,40.76950684404393
-40.65408965756514,-6.512140042298661,10.439703571005737
18.9240815622927,-13.342952550960355,-9.447113450060158
53.189776356944776,-24.889563127985735,17.83854704866355
51.080995127314225,11.15546413149044,34.103134024820875
-6.418027753425051,-7.939578777140106,43.821971937723674
89.5472046770621,-16.740266884384717,-7.21189594883986
-82.54652936058923,35.28808109877072,38.867790303905394
-62.27690921599792,-17.78924108088468,16.074059103158255
73.07944203771277,4.880014902542882,-23.12250703806552
60.23143879476066,14.223458904538859,-3.5666423271039562
71.14691914793852,6.287441026489759,-40.64890333213322
49.01695677897379,-35.997765009183084,10.611342542878184
36.79375868974948,-12.542391187193047,16.493045274248715
-31.445622721466023,-23.864491171517333,-6.0416139947465055
41.22757720318364,-6.786718066700246,16.11009440719826
-2.356787297142361,-10.704526501277648,-12.331693867309966
47.77404453941995,-10.230462815744303,6.205304309522411
-9.731736031181,2.6370200257950387,-25.103723545227968
-13.074401004031301,20.485970991399313,22.698864650713446
19.592606491698575,14.77572404288184,24.327836855907947
-12.45982502256004,35.9763792017726,0.6546685375655272
61.23710798347105,-44.41466364709159,43.51753795065693
10.902730146376712,-4.430701209855123,-1.4573089628533964
-69.78332976136363,12.121857165527409,-4.480671607295491
-63.038829338134875,6.8671754081843375,-33.961470768133665
19.577497446395554,32.94394670326261,2.08033615259
72.57071039488093,41.81429521096827,-3.900529616308752
-5.488653526435854,19.823892018290934,20.66418558154251
-89.47851166645536,-29.14288708337152,-42.28006886269212
26.254547830181593,-1.5734089902670192,41.486285677048656
1.6671469365096954,-12.323650917775176,-31.34927189055722
37.800892235663824,9.791446407978995,-31.916767024612582
81.80102647463062,16.939088904185432,-5.5566335029607785
30.0486179535538,-10.226516593943678,34.19563397770328
62.9955519919551,-6.524905772977085,-23.429459633334115
-26.266319366293622,19.345089975455124,-21.358507969989265
-68.08550845487633,7.337655924276746,-3.418420638412961
75.50895655890488,-11.010398403153268,-31.236274978053217
64.86762522497699,-20.196073216641125,31.19879122873428
-63.5430952946043,14.431042778297709,-22.02711645249027
8.794279246902406,-39.11052550302713,8.055905738753317
-74.97903882048413,-16.779872545560444,-26.55701885605043
-40.41557623090791,18.59793949929651,35.84559589753553
44.040905396383664,42.54606389509948,-26.25064765947168
-30.75179517848705,37.78673836647802,18.116266316066998
-61.84066416000676,35.85308182994753,41.44706613644409
6.642199295715912,16.35301891269237,-24.214867491225682
43.586470664398234,-1.5623315839938243,10.492646792003285
73.93325934628575,2.4421338343190158,-20.276777204388356
-74.36026564792655,36.84610676960945,22.33457648009076
15.893344407560292,9.499310871659155,-41.3401314682985
68.79407266236916,29.063014967108487,4.986865175933268
-67.18407848348174,41.31516488679796,20.80275272150621
-20.162542960977845,-32.2099724387912,35.19497933897685
40.26596774757448,-39.943941180370345,-20.670643194558917
63.67198116549534,8.386283638104373,-44.94283613439702
49.84233755701027,13.69658084979482,-24.642347549026134
-3.5195561093272403,5.040954018068362,7.75071392406489
-80.7363278308094,4.9525652325280305,-11.136476770606336
-24.313719197860493,-19.07580186156612,43.070634455428134
15.322841760799236,24.15176985855861,-22.51233675519104
-42.44555644544305,-0.29727617403403883,29.131259106276744
0.5560601092602724,-18.871685020016507,6.5966762891577915
44.19333140032202,4.169137258437232,-10.675078956762256
-41.952084197132045,6.177272694408117,-37.258452364874
18.057874891968737,34.784173481670464,-21.627527229090052
