Yaw,Pitch,Roll
239.12141108899323,-128.0634661557798,-123.70512403052223
264.55833475247994,162.96816096826092,41.307618153766924
236.46753750799007,86.29184597579268,113.10573356570774
-153.43967801466235,-85.91869603458117,-143.03280539434783
297.3067490293329,107.22930338475646,-102.8195738747504
-349.82517681052224,-131.32315750363594,-80.79346336110868
-243.2074243381603,61.71460806001255,-43.979188054751035
-3.6129913540845564,61.0430003660876,135.3447335702407
-111.7165770028032,120.41384623587811,81.43784730006064
200.00284119644175,-14.918980925567695,16.138272833576423
-143.57034765620378,-135.56138800221493,137.52116825407643
-108.69312446518384,-24.589852765862304,-22.605085084941095
65.12307846576249,95.9905427194696,9.8674161250824
82.65550659777654,-164.20405077724897,82.53474465921784
77.49350506197766,-111.36233244215003,66.36884643781428
-113.16659652513812,99.48393756436639,-150.2168416479808
13.343553883199831,-114.70535792885838,-98.72599032661356
-246.48737772711942,77.41245428020346,149.3011247188869
-202.77255033160606,140.72402373567348,68.59314303627792
-58.876690026631024,-149.92748015417317,114.4372679028682
329.2342706489512,-6.692541022649635,-89.88331267623057
-156.05765249566443,-23.825368917287136,-85.37205841873802
-125.40233409627788,3.5545592991323076,-36.591940277971275
-257.196039325267,126.55602772805833,52.44815688810621
-228.84039997673588,151.4187328052929,107.43106831222383
11.324757560508488,-26.78370255616514,20.846713312295037
-315.0975902994474,173.2223296619585,168.7211040605667
136.39857869111142,93.33223794251131,8.322034031810176
-331.7235507922114,92.43841927033566,-5.660134564384663
307.21219611531524,34.740588407411195,17.30177162083922
294.4176579859213,-104.53801684813764,177.66305990351208
80.64184204215337,85.93339836253324,177.1943322396914
-74.14312897287147,-94.81702343377766,7.515001968150585
333.9065737840855,-30.02710781206443,51.645721955585486
-265.36853243427606,-173.3851993058236,-34.87216958506147
-97.00179547647838,-169.10399004014135,175.993203187255
196.7021951343827,-4.335663576975719,67.63057398847062
71.94445447866582,-138.76047998178868,162.03832995999034
-274.8056751149376,-163.4695461590737,11.12961686372654
-239.61550965526934,-136.21736551014058,-102.42341476734305
202.72207404222695,-160.85472324836138,-54.249093422757255
-111.89474196105007,-71.495567048778,81.40964682475317
345.0854520399557,123.44452636757967,122.56400927796153
292.82832305922193,-151.25990242562668,2.172643418268592
-269.4235740910092,-27.75679000886342,39.400759748624495
174.83976949087958,-128.7317296476167,109.60983226723596
226.40118557122082,-111.735228595644,153.5880279951889
42.645111535266324,133.60438646562073,102.97106124808755
-2.262343532936427,149.20182357292623,93.68696468694009
148.53869563506532,-135.7261658166027,83.70475236024373
168.80267093755936,157.60373407147068,20.200247289762416
-18.529533335469523,41.382257347146606,-86.69111973089214
57.15194399490338,-169.57300070223903,-125.26348823351722
-49.0434188297811,-166.15699029308192,110.1231727382991
285.9770024399163,62.05897026684514,128.97813890040578
178.26759598189744,-88.40347589364606,141.54844882461185
-238.43020661310732,1.6253478640451533,40.16312739524187
-114.88626176772848,-61.81583123046775,-0.8086664766534
-121.5506929344111,2.652205047304534,-145.99250988110913
115.4584006192689,137.77213516286594,112.35043303182925
-331.7439143832529,-164.14810394268298,-143.6496454129713
131.94112174167327,-22.686429701334447,-75.82022592652504
14.18994473466239,48.47714734321639,116.10190498262199
-17.037734162595484,135.3093621176173,-62.416549927630186
-96.49932190030319,117.12877195577948,66.38504189048709
174.125547435131,134.57123692373557,-151.58500809219
210.14788032885383,31.475550404077154,11.348548677254485
-275.4626133306089,57.9578998415989,-35.02034977653355
131.30655221412076,176.79520794189335,148.08531375293921
-313.5942450399184,-109.02982751467327,27.907800018690835
175.13054720860157,171.26441949689473,-4.911544795313574
-174.26799677918865,91.96665827107296,73.64894024715389
51.88986698124228,-29.094454655998874,-156.5091424078684
-275.3003572746534,90.52457388080109,-62.32346411868522
-113.80663922901013,-19.08610234899635,-142.97749326693713
-268.8035038318071,45.02150384477292,-121.89303016837434
357.18529095158146,38.72212550981922,-177.98368759822912
221.25102265097712,-12.838015243134834,115.49404219982512
340.5226401795321,139.81018736625566,-30.905200002700298
-28.162635296407302,-51.68504475104655,158.4243077723076
-348.51469917794583,20.802454397633625,122.79037896763464
339.4052255167834,62.805573421362936,138.08551325212784
-4.745014218161145,-45.2409447856418,178.90529576462563
-108.19692053153173,96.36330491587017,63.97166287610176
-24.088411088006467,-125.11068234281632,-41.90397261196557
-16.293248536262467,-61.92945359349936,-177.7356046595792
-340.26992998986304,171.00637169526453,-153.35956481318755
-334.1777845851356,172.2463568308175,34.52705318299786
-61.533354806963075,-98.399750642586,159.2854699347659
-122.7198190798726,-35.255214529980975,-115.82011097196398
-136.94132114095615,-134.69337698339888,157.03277413489405
-204.22482370782612,-115.76884975003917,-73.13106625299294
86.55166152961954,124.0735428586479,65.4103625089491
-226.29269421158324,52.19040452840227,-90.2024727641994
242.05321979716075,-152.9396651798507,170.13839918481
-116.91408436340583,-0.07594911829448847,-18.609490844202213
75.11092228161112,61.78683984974376,-174.0215589529645
211.70879762077152,2.138090504010677,-107.18115676769688
136.46445929336352,-34.2370168627499,-147.8174613417145
-196.70177705293366,-88.72323203355607,85.14930659753406
